Rank,Name,Age,Team,Positions,Value,cleaned_name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,years_exp,depth_chart_order,height,weight,college,team,both
140.0,Jerami Grant,30.7,POR,"SF,PF",2904.275007156173,Jerami Grant,1512,nba,9.0,True,PF,30.0,1994-03-12,ACT,10.0,1.0,79.0,210.0,Syracuse,POR,True
141.0,Aaron Nesmith,25.1,IND,"SF,PF",2888.9154196109303,Aaron Nesmith,2144,nba,23.0,True,PF,25.0,1999-10-16,ACT,4.0,6.0,78.0,215.0,Vanderbilt,IND,True
142.0,Kel'el Ware,20.6,MIA,C,2873.664381294353,Kel'el Ware,2726,nba,7.0,True,C,20.0,2004-04-20,ACT,0.0,3.0,84.0,230.0,Indiana,MIA,True
143.0,Tidjane Salaun,19.3,CHA,PF,2858.5203686896057,Tidjane Salaun,2736,nba,31.0,True,PF,19.0,2005-08-10,ACT,0.0,2.0,81.0,207.0,,CHA,True
144.0,Devin Carter,22.7,SAC,PG,2843.4818901308936,Devin Carter,2729,nba,22.0,True,PG,22.0,2002-03-18,ACT,0.0,5.0,74.0,188.0,Providence,SAC,True
145.0,Jarace Walker,21.2,IND,PF,2828.547484921773,Jarace Walker,2563,nba,5.0,True,PF,21.0,2003-09-04,ACT,1.0,2.0,80.0,235.0,Houston,IND,True
146.0,Clint Capela,30.5,ATL,C,2813.7157224837247,Clint Capela,1541,nba,15.0,True,C,30.0,1994-05-18,ACT,10.0,1.0,82.0,256.0,,ATL,True
147.0,Matas Buzelis,20.1,CHI,SF,2798.9852015338147,Matas Buzelis,2835,nba,14.0,True,SF,20.0,2004-10-13,ACT,0.0,3.0,81.0,197.0,,CHI,True
148.0,Terry Rozier,30.7,MIA,PG,2784.3545492902176,Terry Rozier,1632,nba,2.0,True,SG,30.0,1994-03-17,ACT,9.0,1.0,73.0,190.0,Louisville,MIA,True
149.0,Ben Simmons,28.4,BKN,"PG,C",2769.8224207045005,Ben Simmons,1676,nba,10.0,True,PG,28.0,1996-07-20,ACT,6.0,2.0,82.0,240.0,LSU,BKN,True
150.0,Jonathan Isaac,27.2,ORL,"SF,PF",2755.3874977195737,Jonathan Isaac,1879,nba,1.0,True,PF,27.0,1997-10-03,ACT,5.0,2.0,82.0,230.0,Florida State,ORL,True
151.0,Norman Powell,31.5,LAC,"SG,SF",2741.048488552304,Norman Powell,1637,nba,24.0,True,SF,31.0,1993-05-25,ACT,9.0,1.0,76.0,215.0,UCLA,LAC,True
152.0,Alex Caruso,30.7,OKC,"SG,SF",2726.804126999796,Alex Caruso,1801,nba,9.0,True,PG,30.0,1994-02-28,ACT,7.0,4.0,77.0,186.0,Texas A&M,OKC,True
153.0,Khris Middleton,33.3,MIL,SF,2712.653171768421,Khris Middleton,1378,nba,22.0,True,SG,33.0,1991-08-12,ACT,12.0,1.0,79.0,222.0,Texas A&M,MIL,True
154.0,Marcus Smart,30.7,MEM,"PG,SG",2698.5944058247114,Marcus Smart,1546,nba,36.0,True,SG,30.0,1994-03-06,ACT,10.0,2.0,75.0,220.0,Oklahoma State,MEM,True
155.0,Malik Monk,26.8,SAC,"SG,SF",2684.626635767252,Malik Monk,1779,nba,0.0,True,SG,26.0,1998-02-04,ACT,7.0,2.0,75.0,200.0,Kentucky,SAC,True
156.0,Noah Clowney,20.4,BKN,"SF,PF,C",2670.748691218765,Noah Clowney,2571,nba,21.0,True,PF,20.0,2004-07-14,ACT,1.0,2.0,81.0,210.0,Alabama,BKN,True
157.0,De'Andre Hunter,27.0,ATL,"SF,PF",2656.9594242376297,De'Andre Hunter,2050,nba,12.0,True,PF,26.0,1997-12-02,ACT,5.0,2.0,80.0,221.0,Virginia,ATL,True
158.0,Yves Missi,20.5,NO,C,2643.2577087480768,Yves Missi,2720,nba,21.0,True,C,20.0,2004-05-14,ACT,0.0,1.0,83.0,229.0,Baylor,NOP,True
159.0,Scotty Pippen Jr.,24.0,MEM,"PG,SG",2629.6424399883635,Scotty Pippen,2416,nba,1.0,True,PG,24.0,2000-11-10,ACT,2.0,2.0,73.0,170.0,Vanderbilt,MEM,True
160.0,Anthony Black,20.9,ORL,"PG,SG",2616.112533976233,Anthony Black,2590,nba,0.0,True,PG,20.0,2004-01-20,ACT,1.0,2.0,79.0,200.0,Arkansas,ORL,True
161.0,Keon Ellis,24.9,SAC,"SG,SF",2602.6669269910453,Keon Ellis,2432,nba,23.0,True,SG,24.0,2000-01-08,ACT,2.0,1.0,77.0,175.0,Alabama,SAC,True
162.0,Jaden McDaniels,24.2,MIN,"SF,PF",2589.304575071937,Jaden McDaniels,2135,nba,3.0,True,SF,24.0,2000-09-29,ACT,4.0,1.0,81.0,205.0,Washington,MIN,True
163.0,Patrick Williams,23.3,CHI,PF,2576.0244535314087,Patrick Williams,2118,nba,44.0,True,PF,23.0,2001-08-26,ACT,4.0,1.0,79.0,215.0,Florida State,CHI,True
164.0,Nikola Jovic,21.5,MIA,"PF,C",2562.825556483802,Nikola Jovic,2480,nba,5.0,True,PF,21.0,2003-06-09,ACT,2.0,3.0,82.0,205.0,,MIA,True
165.0,Andrew Nembhard,24.9,IND,"PG,SG",2549.706896388116,Andrew Nembhard,2461,nba,2.0,True,SG,24.0,2000-01-16,ACT,2.0,1.0,77.0,193.0,Gonzaga,IND,True
166.0,Miles McBride,24.2,NY,"PG,SG",2536.6675036045963,Miles McBride,2256,nba,2.0,True,SG,24.0,2000-09-08,ACT,3.0,2.0,73.0,195.0,West Virginia,NYK,True
167.0,Tre Jones,24.9,SA,PG,2523.7064259647086,Tre Jones,2145,nba,33.0,True,PG,24.0,2000-01-08,ACT,4.0,2.0,73.0,190.0,Duke,SAS,True
168.0,Mitchell Robinson,26.7,NY,C,2510.8227283538745,Mitchell Robinson,1887,nba,23.0,True,C,26.0,1998-04-01,ACT,6.0,5.0,84.0,278.0,,NYK,True
169.0,Peyton Watson,22.2,DEN,"SF,PF",2498.0154923066366,Peyton Watson,2454,nba,8.0,True,PF,22.0,2002-09-11,ACT,2.0,1.0,79.0,200.0,UCLA,DEN,True
170.0,Ryan Dunn,21.9,PHO,SF,2485.283815613758,Ryan Dunn,2710,nba,0.0,True,PF,21.0,2003-01-07,ACT,0.0,2.0,80.0,220.0,Virginia,PHX,True
171.0,Ayo Dosunmu,24.9,CHI,"SG,SF",2472.626811940838,Ayo Dosunmu,2255,nba,11.0,True,SG,24.0,2000-01-17,ACT,3.0,2.0,77.0,200.0,Illinois,CHI,True
172.0,Robert Williams III,27.1,POR,C,2460.0436104580385,Robert Williams,1950,nba,35.0,True,PF,27.0,1997-10-17,ACT,6.0,2.0,81.0,249.0,Texas A&M,POR,True
173.0,Nick Richards,27.0,CHA,C,2447.5333554805584,Nick Richards,2141,nba,4.0,True,C,27.0,1997-11-29,ACT,4.0,1.0,84.0,245.0,Kentucky,CHA,True
174.0,Jusuf Nurkic,30.3,PHO,C,2435.095206119475,Jusuf Nurkic,1583,nba,20.0,True,C,30.0,1994-08-23,ACT,10.0,1.0,84.0,290.0,,PHX,True
175.0,Tyus Jones,28.6,PHO,PG,2422.728335942553,Tyus Jones,1614,nba,21.0,True,PG,28.0,1996-05-10,ACT,9.0,1.0,72.0,196.0,Duke,PHX,True
176.0,Draymond Green,34.7,GS,"PF,C",2410.431932644773,Draymond Green,1082,nba,23.0,True,PF,34.0,1990-03-04,ACT,12.0,1.0,78.0,235.0,Michigan State,GSW,True
177.0,P.J. Washington,26.3,DAL,PF,2398.205197728137,P.J. Washington,2029,nba,25.0,True,PF,26.0,1998-08-23,ACT,5.0,1.0,79.0,230.0,Kentucky,DAL,True
178.0,Jaylen Wells,21.3,MEM,SF,2386.0473461905385,Jaylen Wells,2753,nba,0.0,True,SF,21.0,2003-08-26,ACT,0.0,1.0,79.0,206.0,Washington State,MEM,True
179.0,Max Christie,21.8,LAL,"SG,SF",2373.9576062233227,Max Christie,2468,nba,12.0,True,SF,21.0,2003-02-10,ACT,2.0,2.0,77.0,205.0,Michigan State,LAL,True
180.0,Jalen Smith,24.7,CHI,"PF,C",2361.935218917275,Jalen Smith,2156,nba,7.0,True,C,24.0,2000-03-16,ACT,4.0,2.0,81.0,215.0,Maryland,CHI,True
181.0,Keldon Johnson,25.1,SA,"SG,SF,PF",2349.9794379767627,Keldon Johnson,2065,nba,0.0,True,SF,25.0,1999-10-11,ACT,5.0,2.0,77.0,215.0,Kentucky,SAS,True
182.0,De'Anthony Melton,26.5,GS,"PG,SG",2338.089529441744,De'Anthony Melton,1972,nba,8.0,True,PG,26.0,1998-05-28,ACT,6.0,6.0,74.0,201.0,USC,GSW,True
183.0,Cole Anthony,24.5,ORL,PG,2326.2647714173945,Cole Anthony,2165,nba,50.0,True,PG,24.0,2000-05-15,ACT,4.0,3.0,74.0,185.0,North Carolina,ORL,True
184.0,Rui Hachimura,26.8,LAL,"SF,PF",2314.504453811105,Rui Hachimura,2020,nba,28.0,True,SF,26.0,1998-02-08,ACT,5.0,1.0,80.0,245.0,Gonzaga,LAL,True
185.0,Isaiah Stewart,23.5,DET,"PF,C",2302.807878076599,Isaiah Stewart,2159,nba,28.0,True,C,23.0,2001-05-22,ACT,4.0,2.0,80.0,250.0,Washington,DET,True
186.0,Payton Pritchard,26.8,BOS,PG,2291.1743569649534,Payton Pritchard,2142,nba,11.0,True,PG,26.0,1998-01-28,ACT,4.0,2.0,74.0,211.0,Oregon,BOS,True
187.0,Kevin Huerter,26.3,SAC,"SG,SF",2279.6032142822987,Kevin Huerter,1941,nba,9.0,True,SF,26.0,1998-08-27,ACT,6.0,2.0,79.0,190.0,Maryland,SAC,True
188.0,Moses Moody,22.5,GS,"SG,SF",2268.093784653971,Moses Moody,2262,nba,4.0,True,SG,22.0,2002-05-31,ACT,3.0,3.0,77.0,215.0,Arkansas,GSW,True
189.0,Grayson Allen,29.1,PHO,"PG,SG",2256.6454132949166,Grayson Allen,1959,nba,8.0,True,SG,29.0,1995-10-08,ACT,6.0,2.0,76.0,218.0,Duke,PHX,True
190.0,Gary Trent Jr.,25.9,MIL,"PG,SG",2245.257455786177,Gary Trent,1982,nba,5.0,True,SF,25.0,1999-01-18,ACT,6.0,2.0,77.0,204.0,Duke,MIL,True
191.0,Jonas Valanciunas,32.6,WAS,C,2233.9292778572126,Jonas Valanciunas,1319,nba,17.0,True,C,32.0,1992-05-06,ACT,12.0,2.0,83.0,265.0,,WAS,True
192.0,Dennis Schröder,31.2,BKN,PG,2222.6602551739325,Dennis Schroder,1254,nba,17.0,True,PG,31.0,1993-09-15,ACT,11.0,1.0,73.0,175.0,,BKN,True
193.0,Josh Green,24.0,CHA,"SG,SF",2211.449773132212,Josh Green,2155,nba,10.0,True,SF,24.0,2000-11-16,ACT,4.0,1.0,77.0,200.0,Arizona,CHA,True
194.0,Cody Williams,20.0,UTA,SF,2200.2972266567594,Cody Williams,2725,nba,5.0,True,SF,20.0,2004-11-20,ACT,0.0,4.0,79.0,190.0,Colorado,UTA,True
195.0,Vince Williams Jr.,24.2,MEM,"PG,SG,SF",2189.2020200051466,Vince Williams,2466,nba,5.0,True,PF,24.0,2000-08-30,ACT,2.0,6.0,76.0,205.0,VCU,MEM,True
196.0,Tre Mann,23.8,CHA,"PG,SG",2178.1635665768536,Tre Mann,2297,nba,23.0,True,PG,23.0,2001-02-03,ACT,3.0,2.0,75.0,178.0,Florida,CHA,True
197.0,Bruce Brown,28.3,TOR,"SG,SF",2167.18128872717,Bruce Brown,1909,nba,11.0,True,SG,28.0,1996-08-15,ACT,6.0,2.0,76.0,202.0,Miami (FL),TOR,True
198.0,Isaiah Joe,25.4,OKC,"PG,SG",2156.254617585815,Isaiah Joe,2125,nba,11.0,True,SF,25.0,1999-07-02,ACT,4.0,2.0,75.0,165.0,Arkansas,OKC,True
199.0,Brook Lopez,36.7,MIL,C,2145.3829928801133,Brook Lopez,1178,nba,11.0,True,C,36.0,1988-04-01,ACT,16.0,1.0,85.0,282.0,Stanford,MIL,True
200.0,Davion Mitchell,26.2,TOR,"PG,SG",2134.5658627626144,Davion Mitchell,2301,nba,45.0,True,PG,26.0,1998-09-05,ACT,3.0,2.0,72.0,202.0,Baylor,TOR,True
201.0,Jordan Hawkins,22.6,NO,SG,2123.8026836430035,Jordan Hawkins,2576,nba,24.0,True,SG,22.0,2002-04-29,ACT,1.0,2.0,77.0,190.0,UConn,NOP,True
202.0,Buddy Hield,31.9,GS,"SG,SF",2113.092920024196,Buddy Hield,1707,nba,7.0,True,SG,31.0,1992-12-17,ACT,8.0,2.0,76.0,215.0,Oklahoma,GSW,True
203.0,Toumani Camara,24.6,POR,"SF,PF",2102.436044342454,Toumani Camara,2613,nba,33.0,True,SF,24.0,2000-05-08,ACT,1.0,1.0,79.0,226.0,Dayton,POR,True
204.0,Julian Strawther,22.6,DEN,SG,2091.831536811462,Julian Strawther,2589,nba,3.0,True,SF,22.0,2002-04-18,ACT,1.0,2.0,78.0,205.0,Gonzaga,DEN,True
205.0,Isaiah Collier,20.1,UTA,PG,2081.2788852701838,Isaiah Collier,2724,nba,13.0,True,PG,20.0,2004-10-08,ACT,0.0,2.0,75.0,210.0,USC,UTA,True
206.0,Moussa Diabaté,22.9,CHA,C,2070.7775850344588,Moussa Diabate,2474,nba,14.0,True,C,22.0,2002-01-21,TWO-WAY,2.0,3.0,81.0,210.0,Michigan,CHA,True
207.0,DaRon Holmes II,22.3,DEN,PF,2060.327138752149,DaRon Holmes,2730,nba,14.0,True,C,22.0,2002-08-15,ACT,0.0,7.0,81.0,236.0,Dayton,DEN,True
208.0,Isaac Okoro,23.8,CLE,"SF,PF",2049.927056261804,Isaac Okoro,2120,nba,35.0,True,SF,23.0,2001-01-26,ACT,4.0,1.0,77.0,225.0,Auburn,CLE,True
209.0,Caris LeVert,30.3,CLE,"SG,SF",2039.5768544547168,Caris LeVert,1690,nba,3.0,True,SG,30.0,1994-08-25,ACT,8.0,2.0,78.0,205.0,Michigan,CLE,True
210.0,Precious Achiuwa,25.2,NY,"PF,C",2029.276057140256,Precious Achiuwa,2152,nba,5.0,True,C,25.0,1999-09-19,ACT,4.0,4.0,80.0,243.0,Memphis,NYK,True
211.0,Johnny Furphy,20.0,IND,SG,2019.0241949144,Johnny Furphy,2744,nba,12.0,True,SF,19.0,2004-12-07,ACT,0.0,3.0,81.0,189.0,Kansas,IND,True
212.0,Bobi Klintman,21.7,DET,PF,2008.8208050314024,Bobi Klintman,2837,nba,34.0,True,PF,21.0,2003-03-06,ACT,0.0,4.0,81.0,225.0,Wake Forest,DET,True
213.0,Nikola Durisic,20.8,ATL,SF,1998.665431278436,Nikola Durisic,2757,nba,,True,,20.0,2004-02-23,NWT,0.0,,79.0,209.0,,,True
214.0,Andrew Wiggins,29.8,GS,"SF,PF",1988.5576238532103,Andrew Wiggins,1525,nba,22.0,True,SF,29.0,1995-02-23,ACT,10.0,1.0,79.0,210.0,Kansas,GSW,True
215.0,Duncan Robinson,30.6,MIA,"SG,SF",1978.49693924442,Duncan Robinson,1961,nba,55.0,True,SG,30.0,1994-04-22,ACT,6.0,2.0,79.0,215.0,Michigan,MIA,True
216.0,Bogdan Bogdanovic,32.3,ATL,"SG,SF",1968.4829401149743,Bogdan Bogdanovic,1871,nba,13.0,True,SG,32.0,1992-08-18,ACT,7.0,2.0,77.0,225.0,,ATL,True
217.0,Tristan Da Silva,23.5,ORL,SF,1958.5151951879325,Tristan Da Silva,2711,nba,23.0,True,PF,23.0,2001-05-15,ACT,0.0,1.0,81.0,220.0,Colorado,ORL,True
218.0,Aaron Gordon,29.2,DEN,"PF,C",1948.5932791350333,Aaron Gordon,1585,nba,32.0,True,SF,29.0,1995-09-16,ACT,10.0,7.0,80.0,235.0,Arizona,DEN,True
219.0,Corey Kispert,25.7,WAS,"SG,SF",1938.7167724678077,Corey Kispert,2266,nba,24.0,True,SF,25.0,1999-03-03,ACT,3.0,2.0,78.0,224.0,Gonzaga,WAS,True
220.0,Day'Ron Sharpe,23.1,BKN,C,1928.885261431153,Day'Ron Sharpe,2275,nba,20.0,True,C,23.0,2001-11-06,ACT,3.0,6.0,81.0,265.0,North Carolina,BKN,True
221.0,Jaylon Tyson,22.0,CLE,SG,1919.0983378993317,Jaylon Tyson,2712,nba,24.0,True,SF,21.0,2002-12-02,ACT,0.0,4.0,78.0,218.0,California,CLE,True
222.0,Karlo Matkovic,23.7,NO,PF,1909.3555992742984,Karlo Matkovic,2490,nba,17.0,True,PF,23.0,2001-03-30,ACT,1.0,5.0,82.0,231.0,,NOP,True
223.0,Caleb Martin,29.2,PHI,"SG,SF",1899.6566483863407,Caleb Martin,2028,nba,16.0,True,PF,29.0,1995-09-28,ACT,5.0,1.0,77.0,205.0,Nevada,PHI,True
224.0,Malcolm Brogdon,32.0,WAS,"PG,SG",1890.0010933969131,Malcolm Brogdon,1727,nba,15.0,True,SG,31.0,1992-12-11,ACT,8.0,1.0,76.0,229.0,Virginia,WAS,True
225.0,Daniel Theis,32.6,NO,C,1880.3885477036565,Daniel Theis,1824,nba,10.0,True,C,32.0,1992-04-04,ACT,7.0,3.0,80.0,245.0,,NOP,True
226.0,GG Jackson II,19.9,MEM,"SF,PF",1870.818629847516,GG Jackson,2603,nba,45.0,True,PF,19.0,2004-12-17,ACT,1.0,5.0,81.0,210.0,South Carolina,MEM,True
227.0,Brandon Clarke,28.2,MEM,"PF,C",1861.290963421905,Brandon Clarke,2041,nba,15.0,True,C,28.0,1996-09-19,ACT,5.0,1.0,80.0,215.0,Gonzaga,MEM,True
228.0,Julian Champagnie,23.4,SA,"SF,PF",1851.805176983877,Julian Champagnie,2494,nba,30.0,True,SF,23.0,2001-06-29,ACT,2.0,1.0,80.0,210.0,St. John's,SAS,True
229.0,Kevin Porter Jr.,24.6,LAC,PG,1842.3609039672228,Kevin Porter,2009,nba,77.0,True,PG,24.0,2000-05-04,ACT,4.0,2.0,76.0,203.0,USC,LAC,True
230.0,Kelly Oubre Jr.,29.0,PHI,"SG,SF",1832.9577825974864,Kelly Oubre,1604,nba,9.0,True,SF,28.0,1995-12-09,ACT,9.0,2.0,79.0,203.0,Kansas,PHI,True
231.0,Obi Toppin,26.7,IND,PF,1823.595455808796,Obi Toppin,2119,nba,1.0,True,C,26.0,1998-03-04,ACT,4.0,2.0,81.0,220.0,Dayton,IND,True
232.0,Jay Huff,27.3,MEM,C,1814.2735711625137,Jay Huff,2335,nba,30.0,True,C,27.0,1997-08-25,ACT,3.0,3.0,85.0,240.0,Virginia,MEM,True
233.0,Andre Jackson Jr.,23.0,MIL,"SG,SF",1804.9917807676304,Andre Jackson,2611,nba,44.0,True,SF,23.0,2001-11-13,ACT,1.0,3.0,78.0,209.0,UConn,MIL,True
234.0,James Wiseman,23.7,IND,C,1795.749741202846,James Wiseman,2122,nba,13.0,True,C,23.0,2001-03-31,ACT,3.0,9.0,83.0,240.0,Memphis,IND,True
235.0,Leonard Miller,21.0,MIN,PF,1786.5471134403524,Leonard Miller,2621,nba,33.0,True,PF,21.0,2003-11-26,ACT,0.0,4.0,82.0,220.0,,MIN,True
236.0,Sam Hauser,27.0,BOS,"SF,PF",1777.3835627711742,Sam Hauser,2329,nba,30.0,True,PF,26.0,1997-12-08,ACT,3.0,2.0,80.0,221.0,Virginia,BOS,True
237.0,Marvin Bagley III,25.7,WAS,"PF,C",1768.2587587321595,Marvin Bagley,1986,nba,35.0,True,C,25.0,1999-03-14,ACT,6.0,3.0,82.0,235.0,Duke,WAS,True
238.0,Nickeil Alexander-Walker,26.2,MIN,"SG,SF",1759.172375034439,Nickeil Alexander-Walker,2055,nba,9.0,True,SF,26.0,1998-09-02,ACT,5.0,2.0,77.0,192.0,Virginia Tech,MIN,True
239.0,Max Strus,28.7,CLE,"SG,SF",1750.1240894934365,Max Strus,1999,nba,1.0,True,PF,28.0,1996-03-28,ACT,5.0,6.0,77.0,215.0,DePaul,CLE,True
240.0,Tyler Smith,20.1,MIL,PF,1741.113583960314,Tyler Smith,2769,nba,21.0,True,PF,20.0,2004-11-02,ACT,0.0,5.0,83.0,224.0,,MIL,True
241.0,Jonathan Mogbo,23.1,TOR,PF,1732.1405442548476,Jonathan Mogbo,2763,nba,2.0,True,C,23.0,2001-10-29,ACT,0.0,2.0,78.0,217.0,San Francisco,TOR,True
242.0,Brice Sensabaugh,21.1,UTA,"SF,PF",1723.2046600996928,Brice Sensabaugh,2581,nba,28.0,True,SF,21.0,2003-10-30,ACT,1.0,2.0,77.0,235.0,Ohio State,UTA,True
243.0,Malaki Branham,21.5,SA,"PG,SG",1714.3056250560203,Malaki Branham,2452,nba,22.0,True,SF,21.0,2003-05-12,ACT,2.0,3.0,77.0,205.0,Ohio State,SAS,True
244.0,Marcus Sasser,24.2,DET,PG,1705.4431364604334,Marcus Sasser,2567,nba,25.0,True,PG,24.0,2000-09-21,ACT,1.0,3.0,74.0,195.0,Houston,DET,True
245.0,Kobe Bufkin,21.2,ATL,"PG,SG",1696.6168953632332,Kobe Bufkin,2575,nba,4.0,True,PG,21.0,2003-09-21,ACT,1.0,2.0,77.0,195.0,Michigan,ATL,True
246.0,Paul Reed,25.5,DET,"PF,C",1687.8266064678864,Paul Reed,2128,nba,7.0,True,C,25.0,1999-06-14,ACT,4.0,3.0,81.0,210.0,DePaul,DET,True
247.0,Isaiah Jackson,22.9,IND,"PF,C",1679.0719780717482,Isaiah Jackson,2260,nba,22.0,True,C,22.0,2002-01-10,ACT,3.0,8.0,82.0,225.0,Kentucky,IND,True
248.0,Terance Mann,28.1,LAC,"SG,SF",1670.3527220079925,Terance Mann,2074,nba,14.0,True,SG,28.0,1996-10-18,ACT,5.0,2.0,77.0,215.0,Florida State,LAC,True
249.0,Zach Collins,27.0,SA,"PF,C",1661.6685535886809,Zach Collins,1866,nba,23.0,True,C,27.0,1997-11-19,ACT,6.0,2.0,83.0,240.0,Gonzaga,SAS,True
250.0,Matisse Thybulle,27.7,POR,"SG,SF",1653.019191548996,Matisse Thybulle,2017,nba,4.0,True,PF,27.0,1997-03-04,ACT,5.0,9.0,77.0,201.0,Washington,POR,True
251.0,Jordan Clarkson,32.5,UTA,"SG,SF",1644.4043579925783,Jordan Clarkson,1534,nba,0.0,True,SG,32.0,1992-06-07,ACT,10.0,2.0,75.0,194.0,Missouri,UTA,True
252.0,Klay Thompson,34.8,DAL,"SG,SF",1635.8237783379554,Klay Thompson,1081,nba,31.0,True,SF,34.0,1990-02-08,ACT,13.0,1.0,78.0,220.0,Washington State,DAL,True
253.0,Dillon Brooks,28.8,HOU,"SG,SF",1627.277181266027,Dillon Brooks,1792,nba,9.0,True,SF,28.0,1996-01-22,ACT,7.0,1.0,79.0,220.0,Oregon,HOU,True
254.0,Jake LaRavia,23.1,MEM,"SF,PF",1618.7642986685823,Jake LaRavia,2444,nba,3.0,True,PF,23.0,2001-11-03,ACT,2.0,3.0,79.0,235.0,Wake Forest,MEM,True
255.0,Jarred Vanderbilt,25.7,LAL,PF,1610.2848655978432,Jarred Vanderbilt,1987,nba,2.0,True,C,25.0,1999-04-03,ACT,6.0,5.0,81.0,230.0,Kentucky,LAL,True
256.0,Lonzo Ball,27.1,CHI,PG,1601.8386202169731,Lonzo Ball,1798,nba,2.0,True,PG,27.0,1997-10-27,ACT,5.0,2.0,78.0,190.0,UCLA,CHI,True
257.0,Ziaire Williams,23.2,BKN,"SG,SF",1593.4253037515757,Ziaire Williams,2280,nba,1.0,True,SG,23.0,2001-09-12,ACT,3.0,2.0,81.0,185.0,Stanford,BKN,True
258.0,Ja'Kobe Walter,20.2,TOR,SG,1585.0446604421213,Ja'Kobe Walter,2723,nba,14.0,True,SG,20.0,2004-09-04,ACT,0.0,5.0,76.0,198.0,Baylor,TOR,True
259.0,Pacome Dadiet,19.3,NY,SF,1576.6964374972797,Pacome Dadiet,2732,nba,4.0,True,SF,19.0,2005-07-27,ACT,0.0,5.0,80.0,210.0,,NYK,True
260.0,Baylor Scheierman,24.2,BOS,SG,1568.3803850481854,Baylor Scheierman,2721,nba,55.0,True,SF,24.0,2000-09-26,ACT,0.0,6.0,78.0,213.0,Creighton,BOS,True
261.0,AJ Johnson,22.0,MIL,SG,1560.0962561035558,AJ Johnson,2738,nba,77.0,True,SG,19.0,2004-12-01,ACT,0.0,9.0,77.0,165.0,,MIL,True
262.0,T.J. McConnell,32.7,IND,PG,1551.8438065056744,T.J. McConnell,1602,nba,9.0,True,PG,32.0,1992-03-25,ACT,9.0,2.0,74.0,190.0,Arizona,IND,True
263.0,Ben Sheppard,23.4,IND,"SG,SF",1543.6227948872074,Ben Sheppard,2562,nba,26.0,True,PG,23.0,2001-07-16,ACT,1.0,5.0,78.0,200.0,Belmont,IND,True
264.0,Jabari Walker,22.3,POR,"SF,PF",1535.4329826288558,Jabari Walker,2477,nba,34.0,True,PF,22.0,2002-07-30,ACT,2.0,4.0,79.0,227.0,Colorado,POR,True
265.0,Jose Alvarado,26.6,NO,PG,1527.274133817784,Jose Alvarado,2322,nba,15.0,True,PG,26.0,1998-04-12,ACT,3.0,8.0,72.0,179.0,Georgia Tech,NOP,True
266.0,Goga Bitadze,25.4,ORL,C,1519.1460152068576,Goga Bitadze,2010,nba,35.0,True,C,25.0,1999-07-20,ACT,5.0,3.0,82.0,250.0,,ORL,True
267.0,Saddiq Bey,25.6,WAS,"SF,PF",1511.0483961746213,Saddiq Bey,2131,nba,14.0,True,SF,25.0,1999-04-09,ACT,4.0,9.0,79.0,215.0,Villanova,WAS,True
268.0,Kris Murray,24.3,POR,"SF,PF",1502.9810486860442,Kris Murray,2587,nba,24.0,True,SF,24.0,2000-08-19,ACT,1.0,4.0,80.0,210.0,Iowa,POR,True
269.0,Russell Westbrook,36.0,DEN,PG,1494.9437472539794,Russell Westbrook,1434,nba,4.0,True,PG,36.0,1988-11-12,ACT,16.0,2.0,76.0,200.0,UCLA,DEN,True
270.0,Bobby Portis,29.8,MIL,"PF,C",1486.936268901356,Bobby Portis,1589,nba,9.0,True,PF,29.0,1995-02-10,ACT,9.0,2.0,82.0,250.0,Arkansas,MIL,True
271.0,AJ Griffin,21.3,HOU,"SF,PF",1478.9583931240632,AJ Griffin,2448,nba,,True,,21.0,2003-08-25,FA,2.0,,78.0,220.0,Duke,,True
272.0,Luguentz Dort,25.6,OKC,"SG,SF",1471.0099018544988,Luguentz Dort,2095,nba,5.0,True,SG,25.0,1999-04-19,ACT,5.0,1.0,76.0,220.0,Arizona State,OKC,True
273.0,Jaden Hardy,22.4,DAL,"PG,SG",1463.090579425827,Jaden Hardy,2485,nba,1.0,True,PG,22.0,2002-07-05,ACT,2.0,2.0,76.0,198.0,,DAL,True
274.0,MarJon Beauchamp,24.1,MIL,"SG,SF",1455.2002125368472,MarJon Beauchamp,2481,nba,3.0,True,PG,24.0,2000-10-12,ACT,2.0,6.0,79.0,199.0,Yakima Valley (WA),MIL,True
275.0,Andre Drummond,31.3,PHI,C,1447.338590217534,Andre Drummond,1131,nba,5.0,True,C,31.0,1993-08-10,ACT,12.0,3.0,83.0,279.0,UConn,PHI,True
276.0,Brandon Boston Jr,23.0,NO,"SG,SF",1439.505503795188,Brandon Boston,2292,nba,11.0,True,SF,23.0,2001-11-28,TWO-WAY,3.0,2.0,78.0,188.0,Kentucky,NOP,True
277.0,Neemias Queta,25.4,BOS,C,1431.7007468611937,Neemias Queta,2302,nba,88.0,True,C,25.0,1999-07-13,ACT,3.0,3.0,84.0,260.0,Utah State,BOS,True
278.0,Kelly Olynyk,33.6,TOR,C,1423.9241152383947,Kelly Olynyk,1282,nba,41.0,True,C,33.0,1991-04-19,ACT,11.0,6.0,83.0,240.0,Gonzaga,TOR,True
